name,registeredUsers,appOpens,year,quarter,state
chhindwara district,240962,5506331,2019,4,madhya-pradesh
umaria district,45879,1095825,2019,4,madhya-pradesh
mandla district,68825,1314703,2019,4,madhya-pradesh
indore district,1181500,38446764,2019,4,madhya-pradesh
shahdol district,101136,2465517,2019,4,madhya-pradesh
ratlam district,183893,4312980,2019,4,madhya-pradesh
panna district,57005,1158269,2019,4,madhya-pradesh
chhatarpur district,145672,2561078,2019,4,madhya-pradesh
morena district,187857,3837024,2020,1,madhya-pradesh
alirajpur district,24827,436047,2020,1,madhya-pradesh
sehore district,228553,8068977,2020,1,madhya-pradesh
rajgarh district,174122,5166263,2020,1,madhya-pradesh
khargone district,180658,4246643,2020,1,madhya-pradesh
satna district,253988,5239450,2020,1,madhya-pradesh
narsinghpur district,148190,3256953,2020,1,madhya-pradesh
jabalpur district,462069,9450502,2020,1,madhya-pradesh
hoshangabad district,190416,4178981,2020,1,madhya-pradesh
vidisha district,184757,4522867,2020,1,madhya-pradesh
balaghat district,179810,4368141,2020,1,madhya-pradesh
singrauli district,156321,4752706,2020,1,madhya-pradesh
betul district,193348,4664926,2020,1,madhya-pradesh
sidhi district,90719,2159571,2020,1,madhya-pradesh
datia district,71709,1402036,2020,1,madhya-pradesh
dewas district,245317,6992853,2020,1,madhya-pradesh
sheopur district,46567,1000018,2020,1,madhya-pradesh
neemuch district,118143,2645531,2020,1,madhya-pradesh
raisen district,184402,4931736,2020,1,madhya-pradesh
mandsaur district,183327,4066701,2020,1,madhya-pradesh
barwani district,82596,1660658,2020,1,madhya-pradesh
katni district,131655,2671976,2020,1,madhya-pradesh
dindori district,39433,980434,2020,1,madhya-pradesh
shivpuri district,134692,2740289,2020,1,madhya-pradesh
gwalior district,506221,11772607,2020,1,madhya-pradesh
anuppur district,76969,1939706,2020,1,madhya-pradesh
agar malwa district,56419,1516404,2020,1,madhya-pradesh
ashoknagar district,69791,1489358,2020,1,madhya-pradesh
sagar district,299753,6458291,2020,1,madhya-pradesh
niwari district,31223,642589,2020,1,madhya-pradesh
rewa district,285832,6038116,2020,1,madhya-pradesh
shajapur district,124615,3445139,2020,1,madhya-pradesh
ujjain district,349476,8577572,2020,1,madhya-pradesh
bhind district,159089,3111987,2020,1,madhya-pradesh
tikamgarh district,75937,1623458,2020,1,madhya-pradesh
seoni district,133334,3134906,2020,1,madhya-pradesh
harda district,67392,1421699,2020,1,madhya-pradesh
burhanpur district,70827,1358449,2020,1,madhya-pradesh
damoh district,98583,1892344,2020,1,madhya-pradesh
bhopal district,1003288,38048310,2020,1,madhya-pradesh
jhabua district,52803,1026941,2020,1,madhya-pradesh
dhar district,270891,6924843,2020,1,madhya-pradesh
guna district,169946,3705575,2020,1,madhya-pradesh
east nimar district,125273,2916328,2020,1,madhya-pradesh
chhindwara district,268008,6375827,2020,1,madhya-pradesh
umaria district,51076,1230506,2020,1,madhya-pradesh
mandla district,77954,1599740,2020,1,madhya-pradesh
indore district,1287857,40721955,2020,1,madhya-pradesh
shahdol district,112022,2748773,2020,1,madhya-pradesh
ratlam district,204718,4810168,2020,1,madhya-pradesh
panna district,64176,1403113,2020,1,madhya-pradesh
chhatarpur district,164422,3076493,2020,1,madhya-pradesh
morena district,217318,5129896,2020,2,madhya-pradesh
alirajpur district,31422,729211,2020,2,madhya-pradesh
sehore district,251480,8117617,2020,2,madhya-pradesh
rajgarh district,198951,6020987,2020,2,madhya-pradesh
khargone district,210140,5461706,2020,2,madhya-pradesh
satna district,281414,5628403,2020,2,madhya-pradesh
narsinghpur district,166358,3793445,2020,2,madhya-pradesh
jabalpur district,507707,7997620,2020,2,madhya-pradesh
hoshangabad district,213924,4541381,2020,2,madhya-pradesh
vidisha district,207720,4961336,2020,2,madhya-pradesh
balaghat district,207076,5527300,2020,2,madhya-pradesh
singrauli district,171262,5115820,2020,2,madhya-pradesh
betul district,217297,5519756,2020,2,madhya-pradesh
sidhi district,102450,2564784,2020,2,madhya-pradesh
datia district,81212,1706107,2020,2,madhya-pradesh
dewas district,275957,7803477,2020,2,madhya-pradesh
sheopur district,54544,1380317,2020,2,madhya-pradesh
neemuch district,134827,2980796,2020,2,madhya-pradesh
raisen district,207040,5410647,2020,2,madhya-pradesh
mandsaur district,208900,4536235,2020,2,madhya-pradesh
barwani district,98117,2245925,2020,2,madhya-pradesh
katni district,148185,2934370,2020,2,madhya-pradesh
dindori district,45900,1159585,2020,2,madhya-pradesh
shivpuri district,156442,3406650,2020,2,madhya-pradesh
gwalior district,554377,10235469,2020,2,madhya-pradesh
anuppur district,85974,2186319,2020,2,madhya-pradesh
agar malwa district,66194,1869353,2020,2,madhya-pradesh
ashoknagar district,80288,1900830,2020,2,madhya-pradesh
sagar district,333878,6979197,2020,2,madhya-pradesh
niwari district,35711,789640,2020,2,madhya-pradesh
rewa district,313486,6612580,2020,2,madhya-pradesh
shajapur district,142935,4213047,2020,2,madhya-pradesh
ujjain district,395028,8399908,2020,2,madhya-pradesh
bhind district,183346,4266447,2020,2,madhya-pradesh
tikamgarh district,87535,2052740,2020,2,madhya-pradesh
seoni district,152359,3792749,2020,2,madhya-pradesh
harda district,76370,1841278,2020,2,madhya-pradesh
burhanpur district,82919,1807039,2020,2,madhya-pradesh
damoh district,112085,2305237,2020,2,madhya-pradesh
bhopal district,1080094,23833983,2020,2,madhya-pradesh
jhabua district,67708,1642394,2020,2,madhya-pradesh
dhar district,310389,7389446,2020,2,madhya-pradesh
guna district,192017,4184669,2020,2,madhya-pradesh
east nimar district,145921,3756177,2020,2,madhya-pradesh
chhindwara district,302791,7241928,2020,2,madhya-pradesh
umaria district,57495,1408949,2020,2,madhya-pradesh
mandla district,90576,1972364,2020,2,madhya-pradesh
indore district,1410157,24675945,2020,2,madhya-pradesh
shahdol district,125221,3026667,2020,2,madhya-pradesh
ratlam district,233307,5260077,2020,2,madhya-pradesh
panna district,73675,1835695,2020,2,madhya-pradesh
chhatarpur district,186944,3616546,2020,2,madhya-pradesh
morena district,243100,5515627,2020,3,madhya-pradesh
alirajpur district,36425,771655,2020,3,madhya-pradesh
sehore district,276075,9913991,2020,3,madhya-pradesh
rajgarh district,224388,7130757,2020,3,madhya-pradesh
khargone district,234694,6430041,2020,3,madhya-pradesh
satna district,311884,7299985,2020,3,madhya-pradesh
narsinghpur district,182823,4534535,2020,3,madhya-pradesh
jabalpur district,555235,10924773,2020,3,madhya-pradesh
hoshangabad district,235930,5467865,2020,3,madhya-pradesh
vidisha district,231156,5977596,2020,3,madhya-pradesh
balaghat district,232874,6555205,2020,3,madhya-pradesh
singrauli district,188497,6614617,2020,3,madhya-pradesh
betul district,241045,6751236,2020,3,madhya-pradesh
sidhi district,114892,3240245,2020,3,madhya-pradesh
datia district,89996,1971313,2020,3,madhya-pradesh
dewas district,303624,9541669,2020,3,madhya-pradesh
sheopur district,61321,1465485,2020,3,madhya-pradesh
neemuch district,150072,3607288,2020,3,madhya-pradesh
raisen district,230222,6621543,2020,3,madhya-pradesh
mandsaur district,233832,5525088,2020,3,madhya-pradesh
barwani district,111594,2704695,2020,3,madhya-pradesh
katni district,164877,3754041,2020,3,madhya-pradesh
dindori district,53140,1482035,2020,3,madhya-pradesh
shivpuri district,178433,4190392,2020,3,madhya-pradesh
gwalior district,603096,13858039,2020,3,madhya-pradesh
anuppur district,94947,2743203,2020,3,madhya-pradesh
agar malwa district,75042,2067746,2020,3,madhya-pradesh
ashoknagar district,90944,2218641,2020,3,madhya-pradesh
sagar district,368745,8520052,2020,3,madhya-pradesh
niwari district,40044,943976,2020,3,madhya-pradesh
rewa district,343897,8609066,2020,3,madhya-pradesh
shajapur district,158634,4836627,2020,3,madhya-pradesh
ujjain district,436068,11102536,2020,3,madhya-pradesh
bhind district,204515,4603385,2020,3,madhya-pradesh
tikamgarh district,99435,2355794,2020,3,madhya-pradesh
seoni district,169843,4472061,2020,3,madhya-pradesh
harda district,84771,2045684,2020,3,madhya-pradesh
burhanpur district,94468,2236883,2020,3,madhya-pradesh
damoh district,126047,2720247,2020,3,madhya-pradesh
bhopal district,1162000,34412697,2020,3,madhya-pradesh
jhabua district,78359,1855019,2020,3,madhya-pradesh
dhar district,346394,9730750,2020,3,madhya-pradesh
guna district,215479,5194184,2020,3,madhya-pradesh
east nimar district,163928,4383655,2020,3,madhya-pradesh
chhindwara district,336306,8957880,2020,3,madhya-pradesh
umaria district,64323,1797853,2020,3,madhya-pradesh
mandla district,102626,2401861,2020,3,madhya-pradesh
indore district,1524036,37661995,2020,3,madhya-pradesh
shahdol district,139177,4001386,2020,3,madhya-pradesh
ratlam district,260470,6567251,2020,3,madhya-pradesh
panna district,83059,2181466,2020,3,madhya-pradesh
chhatarpur district,211442,4379380,2020,3,madhya-pradesh
morena district,267467,6386001,2020,4,madhya-pradesh
alirajpur district,41088,847945,2020,4,madhya-pradesh
sehore district,300164,11926496,2020,4,madhya-pradesh
rajgarh district,248183,8283878,2020,4,madhya-pradesh
khargone district,259561,7925970,2020,4,madhya-pradesh
satna district,340632,8895084,2020,4,madhya-pradesh
narsinghpur district,198797,5497813,2020,4,madhya-pradesh
jabalpur district,604034,14264772,2020,4,madhya-pradesh
hoshangabad district,257815,7025247,2020,4,madhya-pradesh
vidisha district,254046,6972300,2020,4,madhya-pradesh
balaghat district,257330,7971567,2020,4,madhya-pradesh
singrauli district,205335,7900407,2020,4,madhya-pradesh
betul district,264821,8089210,2020,4,madhya-pradesh
sidhi district,127036,3863820,2020,4,madhya-pradesh
datia district,98245,2291208,2020,4,madhya-pradesh
dewas district,331443,11586451,2020,4,madhya-pradesh
sheopur district,67867,1682681,2020,4,madhya-pradesh
neemuch district,164544,4142475,2020,4,madhya-pradesh
raisen district,252088,8029455,2020,4,madhya-pradesh
mandsaur district,257488,6397496,2020,4,madhya-pradesh
barwani district,125456,3455685,2020,4,madhya-pradesh
katni district,181408,4600435,2020,4,madhya-pradesh
dindori district,59962,1753585,2020,4,madhya-pradesh
shivpuri district,200121,5169044,2020,4,madhya-pradesh
gwalior district,652985,17627043,2020,4,madhya-pradesh
anuppur district,104310,3325790,2020,4,madhya-pradesh
agar malwa district,83325,2435806,2020,4,madhya-pradesh
ashoknagar district,100497,2536318,2020,4,madhya-pradesh
sagar district,402006,10203743,2020,4,madhya-pradesh
niwari district,44148,1058416,2020,4,madhya-pradesh
rewa district,374099,10724980,2020,4,madhya-pradesh
shajapur district,173999,5651313,2020,4,madhya-pradesh
ujjain district,475637,13546406,2020,4,madhya-pradesh
bhind district,223913,5313250,2020,4,madhya-pradesh
tikamgarh district,110958,2768553,2020,4,madhya-pradesh
seoni district,187112,5428128,2020,4,madhya-pradesh
harda district,92862,2573686,2020,4,madhya-pradesh
burhanpur district,105578,2787448,2020,4,madhya-pradesh
damoh district,139246,3194459,2020,4,madhya-pradesh
bhopal district,1249343,46817428,2020,4,madhya-pradesh
jhabua district,88307,2119717,2020,4,madhya-pradesh
dhar district,382523,12266979,2020,4,madhya-pradesh
guna district,235371,6298119,2020,4,madhya-pradesh
east nimar district,181040,5304286,2020,4,madhya-pradesh
chhindwara district,370027,11110963,2020,4,madhya-pradesh
umaria district,71049,2183916,2020,4,madhya-pradesh
mandla district,113986,2902555,2020,4,madhya-pradesh
indore district,1645564,52259995,2020,4,madhya-pradesh
shahdol district,153490,4992250,2020,4,madhya-pradesh
ratlam district,286103,7739584,2020,4,madhya-pradesh
panna district,91870,2441428,2020,4,madhya-pradesh
chhatarpur district,233668,4999862,2020,4,madhya-pradesh
morena district,289939,7286647,2021,1,madhya-pradesh
alirajpur district,44762,957474,2021,1,madhya-pradesh
sehore district,323704,13261091,2021,1,madhya-pradesh
rajgarh district,270842,10221796,2021,1,madhya-pradesh
khargone district,281236,9020662,2021,1,madhya-pradesh
satna district,368299,10016376,2021,1,madhya-pradesh
narsinghpur district,214249,6119619,2021,1,madhya-pradesh
jabalpur district,650087,17013715,2021,1,madhya-pradesh
hoshangabad district,277931,7999438,2021,1,madhya-pradesh
vidisha district,274866,8148091,2021,1,madhya-pradesh
balaghat district,278215,8823124,2021,1,madhya-pradesh
singrauli district,221433,8797507,2021,1,madhya-pradesh
betul district,285621,8986356,2021,1,madhya-pradesh
sidhi district,137421,4335454,2021,1,madhya-pradesh
datia district,106332,2671664,2021,1,madhya-pradesh
dewas district,358124,13374910,2021,1,madhya-pradesh
sheopur district,73775,1910721,2021,1,madhya-pradesh
neemuch district,178235,4924752,2021,1,madhya-pradesh
raisen district,272622,9391937,2021,1,madhya-pradesh
mandsaur district,279783,7749487,2021,1,madhya-pradesh
barwani district,136583,4178618,2021,1,madhya-pradesh
katni district,195985,5374853,2021,1,madhya-pradesh
dindori district,65047,1911876,2021,1,madhya-pradesh
shivpuri district,219381,6639272,2021,1,madhya-pradesh
gwalior district,703232,21185809,2021,1,madhya-pradesh
anuppur district,112519,3789922,2021,1,madhya-pradesh
agar malwa district,91340,3101167,2021,1,madhya-pradesh
ashoknagar district,109372,3072156,2021,1,madhya-pradesh
sagar district,432938,11962030,2021,1,madhya-pradesh
niwari district,47790,1193738,2021,1,madhya-pradesh
rewa district,403013,11566676,2021,1,madhya-pradesh
shajapur district,188759,6634450,2021,1,madhya-pradesh
ujjain district,513868,16282572,2021,1,madhya-pradesh
bhind district,242318,5815370,2021,1,madhya-pradesh
tikamgarh district,120720,3198089,2021,1,madhya-pradesh
seoni district,202103,6250770,2021,1,madhya-pradesh
harda district,100149,2843519,2021,1,madhya-pradesh
burhanpur district,114766,3206426,2021,1,madhya-pradesh
damoh district,150665,3641799,2021,1,madhya-pradesh
bhopal district,1340741,58411069,2021,1,madhya-pradesh
jhabua district,96483,2562361,2021,1,madhya-pradesh
dhar district,415117,14747039,2021,1,madhya-pradesh
guna district,255002,7638668,2021,1,madhya-pradesh
east nimar district,196341,6130447,2021,1,madhya-pradesh
chhindwara district,399276,12492218,2021,1,madhya-pradesh
umaria district,76879,2468522,2021,1,madhya-pradesh
mandla district,123283,3279877,2021,1,madhya-pradesh
indore district,1769869,68567452,2021,1,madhya-pradesh
shahdol district,165899,5794627,2021,1,madhya-pradesh
ratlam district,309912,9084625,2021,1,madhya-pradesh
panna district,99260,2725252,2021,1,madhya-pradesh
chhatarpur district,253341,5738186,2021,1,madhya-pradesh
morena district,312340,11658992,2021,2,madhya-pradesh
alirajpur district,48799,4214096,2021,2,madhya-pradesh
sehore district,347748,20406703,2021,2,madhya-pradesh
rajgarh district,292808,21068586,2021,2,madhya-pradesh
khargone district,303115,17984042,2021,2,madhya-pradesh
satna district,395440,18158846,2021,2,madhya-pradesh
narsinghpur district,229785,10827026,2021,2,madhya-pradesh
jabalpur district,695130,16368504,2021,2,madhya-pradesh
hoshangabad district,298276,12814860,2021,2,madhya-pradesh
vidisha district,295656,17978994,2021,2,madhya-pradesh
balaghat district,299166,16744453,2021,2,madhya-pradesh
singrauli district,238061,16474895,2021,2,madhya-pradesh
betul district,306387,19842980,2021,2,madhya-pradesh
sidhi district,148292,10902853,2021,2,madhya-pradesh
datia district,114602,6086229,2021,2,madhya-pradesh
dewas district,384805,19205815,2021,2,madhya-pradesh
sheopur district,79747,5448428,2021,2,madhya-pradesh
neemuch district,192351,7410653,2021,2,madhya-pradesh
raisen district,293092,18405753,2021,2,madhya-pradesh
mandsaur district,301823,12487874,2021,2,madhya-pradesh
barwani district,147396,11023324,2021,2,madhya-pradesh
katni district,210578,9347591,2021,2,madhya-pradesh
dindori district,70483,8065639,2021,2,madhya-pradesh
shivpuri district,237514,18049301,2021,2,madhya-pradesh
gwalior district,753172,17980510,2021,2,madhya-pradesh
anuppur district,121081,8163286,2021,2,madhya-pradesh
agar malwa district,98973,6682101,2021,2,madhya-pradesh
ashoknagar district,118179,9260965,2021,2,madhya-pradesh
sagar district,464791,21608570,2021,2,madhya-pradesh
niwari district,51713,2512818,2021,2,madhya-pradesh
rewa district,432682,20075053,2021,2,madhya-pradesh
shajapur district,203365,10781751,2021,2,madhya-pradesh
ujjain district,552204,18716097,2021,2,madhya-pradesh
bhind district,260861,11741937,2021,2,madhya-pradesh
tikamgarh district,130462,7731408,2021,2,madhya-pradesh
seoni district,217756,17586692,2021,2,madhya-pradesh
harda district,107671,6297529,2021,2,madhya-pradesh
burhanpur district,123507,5832545,2021,2,madhya-pradesh
damoh district,162046,9075927,2021,2,madhya-pradesh
bhopal district,1431127,34861095,2021,2,madhya-pradesh
jhabua district,104613,7481265,2021,2,madhya-pradesh
dhar district,447074,22841002,2021,2,madhya-pradesh
guna district,274820,15526087,2021,2,madhya-pradesh
east nimar district,211938,12412565,2021,2,madhya-pradesh
chhindwara district,428800,25550376,2021,2,madhya-pradesh
umaria district,82950,7042757,2021,2,madhya-pradesh
mandla district,132963,10150247,2021,2,madhya-pradesh
indore district,1892259,39059484,2021,2,madhya-pradesh
shahdol district,178327,12388319,2021,2,madhya-pradesh
ratlam district,333877,13571487,2021,2,madhya-pradesh
panna district,107148,8654462,2021,2,madhya-pradesh
chhatarpur district,273182,13178877,2021,2,madhya-pradesh
morena district,338470,13227729,2021,3,madhya-pradesh
alirajpur district,53291,4728456,2021,3,madhya-pradesh
sehore district,375721,25285016,2021,3,madhya-pradesh
